date,entity_name,location_address,location_coordinates
2018-09-15,Ed Sheeran,"United States, Foxborough","[-71.2478308, 42.0653768]"
2018-09-15,Migos,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-09-15,Lady A,"United States, Tinley Park","[-87.7844944, 41.5733669]"
2018-09-15,Taylor Swift,"Indianapolis, Lucas Oil Stadium","[-86.16370379467308, 39.760085000000004]"
2018-09-16,Jessie J,"China, Tianjin","[117.1951073, 39.0856735]"
2018-09-16,Dua Lipa,"Marina Bay Street Circuit, Singapore","[103.8580825, 1.2889066]"
2018-09-16,Migos,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-09-16,Katy Perry,"United States, San Diego","[-117.1627728, 32.7174202]"
2018-09-17,Angela Merkel,"Algeria, Algiers","[3.0601882, 36.7753606]"
2018-09-17,Andrzej Duda,Romania,"[24.6859225, 45.9852129]"
2018-09-17,Andrzej Duda,Rundāle Palace,"[24.02450567653514, 56.41362155]"
2018-09-17,Dua Lipa,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2018-09-17,Owl City,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-09-18,Jessie J,"China, Shanghai","[121.4692071, 31.2322758]"
2018-09-18,Moon Jae-in,"North Korea, Pyongyang","[125.7473609, 39.0167979]"
2018-09-18,Owl City,"United States, Lancaster","[-76.3056686, 40.03813]"
2018-09-18,Migos,"United States, Nashville","[-86.7742984, 36.1622767]"
2018-09-18,Andrzej Duda,"United States, Washington","[-77.0365427, 38.8950368]"
2018-09-18,Imran Khan,"Saudi Arabia, Jeddah","[39.1653612, 21.5810088]"
2018-09-18,Imran Khan,"Saudi Arabia, Madina","[39.162594, 25.1354363]"
2018-09-18,Imran Khan,"Saudi Arabia, Makkah","[39.826869, 21.420847]"
2018-09-18,Taylor Swift,"St. Louis, The Dome at America's Center","[-90.18861680017643, 38.6328496]"
2018-09-19,Angela Merkel,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-19,Theresa May,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-19,Giuseppe Conte,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-19,Donald Trump,North Carolina,"[-79.0392919, 35.6729639]"
2018-09-19,Donald Trump,"North Carolina, Havelock","[-76.9014457, 34.8785]"
2018-09-19,Donald Trump,"North Carolina, New Bern","[-77.0441143, 35.1084931]"
2018-09-19,Moon Jae-in,"North Korea, Pyongyang","[125.7473609, 39.0167979]"
2018-09-19,Donald Trump,"South Carolina, Conway","[-79.0478143, 33.8360035]"
2018-09-19,Dua Lipa,"Taiwan, Taipei","[121.5636796, 25.0375198]"
2018-09-19,Imran Khan,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-09-19,Owl City,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-19,Emmanuel Macron,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-19,Imran Khan,"Saudi Arabia, Jeddah","[39.1653612, 21.5810088]"
2018-09-19,Imran Khan,"Saudi Arabia, Madina","[39.162594, 25.1354363]"
2018-09-19,Imran Khan,"Saudi Arabia, Makkah","[39.826869, 21.420847]"
2018-09-20,Angela Merkel,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-20,Theresa May,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-20,Giuseppe Conte,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-20,Donald Trump,"Nevada, Las Vegas","[-115.148516, 36.1672559]"
2018-09-20,Moon Jae-in,"North Korea, Pyongyang","[125.7473609, 39.0167979]"
2018-09-20,Jessie J,"Taiwan, Taipei","[121.5636796, 25.0375198]"
2018-09-20,Lady A,"United States, Virginia Beach","[-75.9774183, 36.8529841]"
2018-09-20,Emmanuel Macron,"Austria, Salzburg","[13.0464806, 47.7981346]"
2018-09-21,Donald Trump,"Missouri, Springfield","[-93.2920373, 37.2166779]"
2018-09-21,Donald Trump,"Nevada, Las Vegas","[-115.148516, 36.1672559]"
2018-09-21,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2018-09-21,Brockhampton,"New Zealand, Auckland","[174.7631803, -36.852095]"
2018-09-21,Owl City,"United States, Boston","[-71.0582912, 42.3602534]"
2018-09-21,Lady A,"United States, Camden","[-75.1198911, 39.9448402]"
2018-09-21,Ed Sheeran,"United States, East Rutherford","[-74.08307621723368, 40.82046]"
2018-09-22,Brockhampton,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-09-22,Jessie J,"Hong Kong, Hong Kong","[114.1628131, 22.2793278]"
2018-09-22,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2018-09-22,Ed Sheeran,"United States, East Rutherford","[-74.08307621723368, 40.82046]"
2018-09-22,Shawn Mendes,"United States, Las Vegas","[-115.148516, 36.1672559]"
2018-09-22,Dua Lipa,"United States, Las Vegas","[-115.148516, 36.1672559]"
2018-09-22,Lady A,"United States, Mansfield","[-82.5154471, 40.75839]"
2018-09-22,Owl City,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2018-09-22,Taylor Swift,"United States, New Orleans","[-90.0701156, 29.9499323]"
2018-09-23,Brockhampton,"Australia, Perth","[115.8604796, -31.9527121]"
2018-09-23,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2018-09-23,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2018-09-23,Hassan Rouhani,"United Nations, New York City","[-73.96719495826338, 40.75026105]"
2018-09-23,Owl City,"United States, Charlotte","[-80.8430827, 35.2272086]"
2018-09-24,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2018-09-24,Hassan Rouhani,"United Nations, New York City","[-73.96719495826338, 40.75026105]"
2018-09-24,Migos,"United States, New Orleans","[-90.0701156, 29.9499323]"
2018-09-24,Moon Jae-in,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-24,Justin Trudeau,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-24,Jacinda Ardern,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-24,Andrzej Duda,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-24,Emmanuel Macron,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Brockhampton,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-09-25,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2018-09-25,Hassan Rouhani,"United Nations, New York City","[-73.96719495826338, 40.75026105]"
2018-09-25,Owl City,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-09-25,Theresa May,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Moon Jae-in,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Justin Trudeau,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Giuseppe Conte,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Jacinda Ardern,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Andrzej Duda,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-25,Emmanuel Macron,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Brockhampton,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-09-26,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2018-09-26,Hassan Rouhani,"United Nations, New York City","[-73.96719495826338, 40.75026105]"
2018-09-26,Migos,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-09-26,Theresa May,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Moon Jae-in,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Justin Trudeau,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Giuseppe Conte,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Jacinda Ardern,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Andrzej Duda,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-26,Owl City,"United States, Orlando","[-81.3790304, 28.5421109]"
2018-09-26,Emmanuel Macron,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-27,Vladimir Putin,"Azerbaijan, Baku","[50.27770925520258, 40.163999149999995]"
2018-09-27,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2018-09-27,Lady A,"United States, Alpharetta","[-84.2747329, 34.0709576]"
2018-09-27,Migos,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-09-27,Theresa May,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-27,Jacinda Ardern,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-27,Ed Sheeran,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-09-28,Vladimir Putin,"Tajikistan, Dushanbe","[68.81521423589763, 38.5425835]"
2018-09-28,Owl City,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-09-28,Jacinda Ardern,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-28,Ilir Meta,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-28,Lady A,"United States, Tampa","[-82.458444, 27.9477595]"
2018-09-29,Brockhampton,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-09-29,Owl City,"United States, Houston","[-95.3676974, 29.7589382]"
2018-09-29,Migos,"United States, Houston","[-95.3676974, 29.7589382]"
2018-09-29,Shawn Mendes,"United States, New York City","[-74.0060152, 40.7127281]"
2018-09-29,Ed Sheeran,"United States, Pittsburgh","[-79.9900861, 40.4416941]"
2018-09-29,Lady A,"United States, West Palm Beach","[-80.0532942, 26.715364]"
2018-09-29,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-09-29,Donald Trump,"West Virginia, Wheeling","[-80.72177295, 40.0642004]"
2018-09-29,Taylor Swift,"Houston, NRG Stadium","[-95.41080145326987, 29.6848581]"
2018-09-30,Brockhampton,"Australia, Brisbane","[153.0234991, -27.4689682]"
2018-09-30,Migos,"United States, Houston","[-95.3676974, 29.7589382]"
2018-10-01,Donald Trump,"Tennessee, Johnson City","[-82.3534728, 36.3134398]"
2018-10-01,Owl City,"United States, Phoenix","[-112.0741417, 33.4484367]"
2018-10-01,Jessie J,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-10-02,Donald Trump,"Mississippi, Southaven","[-90.0034862, 34.9873822]"
2018-10-02,Donald Trump,"Pennsylvania, Philadelphia","[-75.1635262, 39.9527237]"
2018-10-02,Owl City,"United States, Anaheim","[-117.911732, 33.8347516]"
2018-10-02,Migos,"United States, Houston","[-95.3676974, 29.7589382]"
2018-10-03,Jessie J,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-10-03,Angela Merkel,"Israel, Jerusalem","[35.2257626, 31.7788242]"
2018-10-03,Owl City,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-10-03,Brockhampton,"United States, Tempe","[-111.9400091, 33.4255056]"
2018-10-04,Vladimir Putin,"India, New Delhi","[77.2090057, 28.6138954]"
2018-10-04,Angela Merkel,"Israel, Jerusalem","[35.2257626, 31.7788242]"
2018-10-04,Donald Trump,"Minnesota, Minneapolis","[-93.2654692, 44.9772995]"
2018-10-04,Donald Trump,"Minnesota, Rochester","[-92.4630182, 44.0234387]"
2018-10-04,Ed Sheeran,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-10-04,Jessie J,"United States, Portland","[-122.6741949, 45.5202471]"
2018-10-04,Lady A,"United States, Raleigh","[-78.6390989, 35.7803977]"
2018-10-05,Vladimir Putin,"India, New Delhi","[77.2090057, 28.6138954]"
2018-10-05,Brockhampton,"United States, Austin","[-97.7436995, 30.2711286]"
2018-10-05,Lady A,"United States, Charlotte","[-80.8430827, 35.2272086]"
2018-10-05,Migos,"United States, Las Vegas","[-115.148516, 36.1672559]"
2018-10-05,Owl City,"United States, Portland","[-122.6741949, 45.5202471]"
2018-10-05,Taylor Swift,"Arlington, AT&T Stadium","[-97.09283370737742, 32.74785025]"
2018-10-06,Mike Pompeo,"Japan, Tokyo","[139.7594549, 35.6828387]"
2018-10-06,Donald Trump,"Kansas, Topeka","[-95.677556, 39.049011]"
2018-10-06,Brockhampton,"United States, Austin","[-97.7436995, 30.2711286]"
2018-10-06,Lady A,"United States, Bristow","[-92.9057024, 42.7751513]"
2018-10-06,Migos,"United States, Las Vegas","[-115.148516, 36.1672559]"
2018-10-06,Ed Sheeran,"United States, Nashville","[-86.7742984, 36.1622767]"
2018-10-06,Owl City,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-10-06,Jessie J,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-10-06,Taylor Swift,"Arlington, AT&T Stadium","[-97.09283370737742, 32.74785025]"
2018-10-07,Mike Pompeo,"Japan, Tokyo","[139.7594549, 35.6828387]"
2018-10-07,Mike Pompeo,"North Korea, Pyongyang","[125.7473609, 39.0167979]"
2018-10-07,Mike Pompeo,"South Korea, Seoul","[126.9782914, 37.5666791]"
2018-10-07,Brockhampton,"United States, Houston","[-95.3676974, 29.7589382]"
2018-10-07,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-10-08,Mike Pompeo,"China, Beijing","[116.3912757, 39.906217]"
2018-10-08,Donald Trump,"Florida, Orlando","[-81.3790304, 28.5421109]"
2018-10-08,Mike Pompeo,"South Korea, Seoul","[126.9782914, 37.5666791]"
2018-10-08,Andrzej Duda,"Switzerland, Geneva","[6.1466014, 46.2017559]"
2018-10-08,Owl City,"United States, Boise","[-116.200886, 43.6166163]"
2018-10-08,Migos,"United States, Glendale","[-118.2478471, 34.1469416]"
2018-10-08,Jessie J,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2018-10-09,Donald Trump,"Iowa, Council Bluffs","[-95.8613912, 41.2621283]"
2018-10-09,Andrzej Duda,"Switzerland, Geneva","[6.1466014, 46.2017559]"
2018-10-09,Jessie J,"United States, Englewood","[-104.9879641, 39.6482059]"
2018-10-09,Brockhampton,"United States, Kansas City","[-94.5781416, 39.100105]"
2018-10-09,Shawn Mendes,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-10-09,Owl City,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2018-10-09,Taylor Swift,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-10-10,Angela Merkel,"Netherlands, The Hague","[4.3113461, 52.0799838]"
2018-10-10,Donald Trump,"Pennsylvania, Erie","[-80.0852695, 42.1294712]"
2018-10-10,Brockhampton,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-10-10,Owl City,"United States, Denver","[-104.9848623, 39.7392364]"
2018-10-10,Emmanuel Macron,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-11,Justin Trudeau,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-11,Giuseppe Conte,"Ethiopia, Addis Abeba","[38.7612525, 9.0107934]"
2018-10-11,Andrzej Duda,"Slovakia, Štrbské Pleso","[20.053962821995242, 49.1295731]"
2018-10-11,Jessie J,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-10-11,Emmanuel Macron,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-12,Justin Trudeau,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-12,Vladimir Putin,"Belarus, Mogilev","[30.3429838, 53.9090245]"
2018-10-12,Giuseppe Conte,"Eritrea, Asmara","[38.9326763, 15.3389667]"
2018-10-12,Giuseppe Conte,"Ethiopia, Addis Abeba","[38.7612525, 9.0107934]"
2018-10-12,Donald Trump,"Ohio, Cincinnati","[-84.5124602, 39.1014537]"
2018-10-12,Donald Trump,"Ohio, Lebanon","[-84.2029922, 39.4353373]"
2018-10-12,Andrzej Duda,"Slovakia, Štrbské Pleso","[20.053962821995242, 49.1295731]"
2018-10-12,Brockhampton,"United States, Austin","[-97.7436995, 30.2711286]"
2018-10-12,Jessie J,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-10-12,Migos,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-10-12,Owl City,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-10-12,Emmanuel Macron,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-13,Justin Trudeau,"Armenia, Yerevan","[44.5126174, 40.1776245]"
2018-10-13,Moon Jae-in,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-10-13,Donald Trump,"Kentucky, Richmond","[-84.2946539, 37.7478572]"
2018-10-13,Owl City,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-10-13,Shawn Mendes,"United States, El Paso","[-106.464634, 31.7754152]"
2018-10-13,Ed Sheeran,"United States, Kansas City","[-94.5781416, 39.100105]"
2018-10-13,Migos,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-10-13,Brockhampton,"United States, New Orleans","[-90.0701156, 29.9499323]"
2018-10-14,Moon Jae-in,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-10-14,Brockhampton,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-10-14,Shawn Mendes,"United States, Austin","[-97.7436995, 30.2711286]"
2018-10-14,Owl City,"United States, Columbus","[-83.0007065, 39.9622601]"
2018-10-14,Migos,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-10-14,Jessie J,"United States, Royal Oak","[-83.1446485, 42.4894801]"
2018-10-14,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-10-15,Donald Trump,"Florida, Lynn Haven","[-85.648261, 30.2454776]"
2018-10-15,Donald Trump,"Florida, Valparaiso","[-86.5027282, 30.5085309]"
2018-10-15,Moon Jae-in,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-10-15,Donald Trump,"Georgia, Warner Robins","[-83.606568, 32.6200973]"
2018-10-15,Andrzej Duda,Rome,"[12.4829321, 41.8933203]"
2018-10-15,Mike Pompeo,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2018-10-15,Andrzej Duda,Vatican City,"[12.4528349, 41.9034912]"
2018-10-16,Jessie J,"Canada, Toronto","[-79.3839347, 43.6534817]"
2018-10-16,Moon Jae-in,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-10-16,Moon Jae-in,"Italy, Rome","[12.4829321, 41.8933203]"
2018-10-16,Andrzej Duda,Rome,"[12.4829321, 41.8933203]"
2018-10-16,Mike Pompeo,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2018-10-16,Migos,"United States, Inglewood","[-118.353132, 33.9562003]"
2018-10-16,Brockhampton,"United States, Washington D. C.","[-77.0365427, 38.8950368]"
2018-10-16,Andrzej Duda,Vatican City,"[12.4528349, 41.9034912]"
2018-10-17,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-17,Giuseppe Conte,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-17,Jessie J,"Canada, Montreal","[-73.5698065, 45.5031824]"
2018-10-17,Moon Jae-in,"Italy, Rome","[12.4829321, 41.8933203]"
2018-10-17,Mike Pompeo,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2018-10-17,Mike Pompeo,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-10-17,Ed Sheeran,"United States, Fargo","[-96.789821, 46.877229]"
2018-10-17,Migos,"United States, Inglewood","[-118.353132, 33.9562003]"
2018-10-17,Brockhampton,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-10-17,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-18,Donald Trump,"Arizona, Mesa","[-111.8314792, 33.4151117]"
2018-10-18,Donald Trump,"Arizona, Scottsdale","[-111.9260184, 33.4942189]"
2018-10-18,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-18,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-18,Moon Jae-in,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-18,Giuseppe Conte,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-18,Donald Trump,"Montana, Missoula","[-113.995267, 46.8701049]"
2018-10-18,Mike Pompeo,"Panama, Panama City","[-79.5341802, 8.9714493]"
2018-10-18,Brockhampton,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-10-18,Moon Jae-in,"Vatican City, Vatican City","[12.453152716779822, 41.90381485]"
2018-10-18,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Donald Trump,"Arizona, Mesa","[-111.8314792, 33.4151117]"
2018-10-19,Donald Trump,"Arizona, Scottsdale","[-111.9260184, 33.4942189]"
2018-10-19,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Moon Jae-in,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Giuseppe Conte,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Moon Jae-in,"Denmark, Copenhagen","[12.5700724, 55.6867243]"
2018-10-19,Mike Pompeo,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2018-10-19,Migos,"United States, Inglewood","[-118.353132, 33.9562003]"
2018-10-19,Jessie J,"United States, New York City","[-74.0060152, 40.7127281]"
2018-10-19,Jackie Evancho,"United States, Vacaville","[-121.9877444, 38.3565773]"
2018-10-19,Vladimir Putin,"Uzbekistan, Tashkent","[69.2787079, 41.3123363]"
2018-10-19,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-10-19,Taylor Swift,"Australia, Perth","[115.8604796, -31.9527121]"
2018-10-20,Donald Trump,"Arizona, Mesa","[-111.8314792, 33.4151117]"
2018-10-20,Donald Trump,"Arizona, Scottsdale","[-111.9260184, 33.4942189]"
2018-10-20,Moon Jae-in,"Denmark, Copenhagen","[12.5700724, 55.6867243]"
2018-10-20,Vladimir Putin,"Kazakhstan, Saryagash","[69.1644419, 41.4501133]"
2018-10-20,Donald Trump,"Nevada, Elko","[-115.3272864, 41.1958128]"
2018-10-20,Brockhampton,"United States, Boston","[-71.0582912, 42.3602534]"
2018-10-20,Migos,"United States, Inglewood","[-118.353132, 33.9562003]"
2018-10-20,Ed Sheeran,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-10-20,Jessie J,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-10-21,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-10-22,Andrzej Duda,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-10-22,Andrzej Duda,"Germany, Biesenthal","[13.6289589, 52.7664978]"
2018-10-22,Donald Trump,"Texas, Houston","[-95.3676974, 29.7589382]"
2018-10-22,Jessie J,"United States, Boston","[-71.0582912, 42.3602534]"
2018-10-22,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-10-23,Andrzej Duda,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-10-23,Andrzej Duda,"Germany, Biesenthal","[13.6289589, 52.7664978]"
2018-10-23,Jessie J,"United States, Silver Spring","[-77.02403709829767, 38.9997621]"
2018-10-23,Imran Khan,"Saudi Arabia, Madina","[39.162594, 25.1354363]"
2018-10-23,Imran Khan,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2018-10-24,Giuseppe Conte,"Russia, Moscow","[37.6174943, 55.7504461]"
2018-10-24,Ed Sheeran,"United States, Milwaukee","[-87.922497, 43.0349931]"
2018-10-24,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-10-24,Donald Trump,"Wisconsin, Mosinee","[-89.7035959, 44.7927298]"
2018-10-24,Imran Khan,"Saudi Arabia, Madina","[39.162594, 25.1354363]"
2018-10-24,Imran Khan,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2018-10-25,Jessie J,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-10-26,Angela Merkel,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2018-10-26,Donald Trump,"North Carolina, Charlotte","[-80.8430827, 35.2272086]"
2018-10-26,Brockhampton,"United States, Detroit","[-83.0466403, 42.3315509]"
2018-10-26,Migos,"United States, Oakland","[-122.2713563, 37.8044557]"
2018-10-26,Emmanuel Macron,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2018-10-26,Emmanuel Macron,"Slovakia, Bratislava","[17.1093063, 48.1516988]"
2018-10-26,Taylor Swift,"Melbourne, Marvel Stadium","[144.94751697668812, -37.816529]"
2018-10-27,Donald Trump,"Illinois, Murphysboro","[-89.3350888, 37.7644952]"
2018-10-27,Donald Trump,"Indiana, Indianapolis","[-86.1583502, 39.7683331]"
2018-10-27,Angela Merkel,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2018-10-27,Vladimir Putin,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2018-10-27,Ed Sheeran,"United States, Arlington","[-97.10562379033699, 32.701938999999996]"
2018-10-27,Migos,"United States, Oakland","[-122.2713563, 37.8044557]"
2018-10-27,Emmanuel Macron,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2018-10-27,Emmanuel Macron,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2018-10-28,Brockhampton,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-10-28,Jessie J,"United States, Houston","[-95.3676974, 29.7589382]"
2018-10-29,Giuseppe Conte,"India, New Delhi","[77.2090057, 28.6138954]"
2018-10-29,Ariana Grande,"United States, New York City","[-74.0060152, 40.7127281]"
2018-10-29,Migos,"United States, Oakland","[-122.2713563, 37.8044557]"
2018-10-30,Giuseppe Conte,"India, New Delhi","[77.2090057, 28.6138954]"
2018-10-30,Theresa May,"Norway, Oslo","[10.7389701, 59.9133301]"
2018-10-30,Donald Trump,"Pennsylvania, Pittsburgh","[-79.9900861, 40.4416941]"
2018-10-30,Brockhampton,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-10-31,Donald Trump,"Florida, Estero","[-81.8067537, 26.4381474]"
2018-10-31,Donald Trump,"Florida, Fort Myers","[-81.8723084, 26.640628]"
2018-10-31,Ed Sheeran,"United States, New Orleans","[-90.0701156, 29.9499323]"
2018-11-01,Ariana Grande,"England, London","[-0.1276474, 51.5073219]"
2018-11-01,Donald Trump,"Missouri, Columbia","[-92.3484631580807, 38.9464035]"
2018-11-01,Angela Merkel,"Ukraine, Kiev","[30.5241361, 50.4500336]"
2018-11-01,Brockhampton,"United States, Denver","[-104.9848623, 39.7392364]"
2018-11-01,Jessie J,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-11-01,Migos,"United States, Tacoma","[-122.4398746, 47.2495798]"
2018-11-02,Donald Trump,"Indiana, Indianapolis","[-86.1583502, 39.7683331]"
2018-11-02,Angela Merkel,"Poland, Warsaw","[21.0067249, 52.2319581]"
2018-11-02,Giuseppe Conte,"Tunisia, Tunis","[9.400138, 33.8439408]"
2018-11-02,Jackie Evancho,"United States, Uniontown","[-79.7164326, 39.900076]"
2018-11-02,Donald Trump,"West Virginia, Huntington","[-82.445154, 38.4192496]"
2018-11-02,Imran Khan,"China, Beijing","[116.3912757, 39.906217]"
2018-11-02,Imran Khan,"China, Shanghai","[121.4692071, 31.2322758]"
2018-11-02,Taylor Swift,"Sydney, ANZ Stadium","[151.06338484469373, -33.8471082]"
2018-11-03,Migos,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-11-03,Donald Trump,"Florida, Pensacola","[-87.2169149, 30.421309]"
2018-11-03,Donald Trump,"Montana, Belgrade","[-111.184535, 45.773279]"
2018-11-03,Ed Sheeran,"United States, Houston","[-95.3676974, 29.7589382]"
2018-11-03,Brockhampton,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-11-03,Imran Khan,"China, Beijing","[116.3912757, 39.906217]"
2018-11-03,Imran Khan,"China, Shanghai","[121.4692071, 31.2322758]"
2018-11-04,Migos,"Canada, Vancouver","[-123.113952, 49.2608724]"
